ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount,date
14,1005,1014.9,24.4,18,68,1.5,180,3.4,190,0,0,0.9,1.74,12,4,7,2020/12/22
15,1005,1014.9,23.9,17.8,69,1.4,270,4,330,0,0,0.4,1.01,...,2,...,2020/12/22
16,1005.4,1015.4,22.6,17.3,72,1.6,320,5.1,340,0,0,0.8,0.85,...,1,...,2020/12/22
17,1006.2,1016.2,21.1,16.8,76,2.7,360,4.9,360,0,0,0.6,0.21,10,0,7,2020/12/22
18,1006.4,1016.4,20.8,16.7,77,1,320,3.9,20,0,0,0,0,...,0,...,2020/12/22
19,1006.6,1016.7,20.1,16.5,80,0.8,350,3,350,0,0,0,0,...,0,...,2020/12/22
20,1006.8,1016.9,19.7,16.5,82,1,30,2.7,10,0,0,...,0,10,0,8,2020/12/22
21,1006.7,1016.8,18.8,16.2,85,0.5,300,2,360,0,0,...,0,10,0,4,2020/12/22
22,1007.2,1017.3,19.1,16.4,84,0.3,300,2.2,250,0,0,...,0,...,0,...,2020/12/22
23,1007.2,1017.3,19.3,16.4,83,0.6,330,2.3,340,0,0,...,0,10,0,8,2020/12/22
24,1006.8,1016.9,19.1,16.4,84,0.1,0,2.2,320,0,0,...,0,...,0,...,2020/12/22
1,1006.7,1016.8,19.1,16.4,84,0.6,300,1.9,350,0,0,...,0,...,0,...,2020/12/23
2,1006.2,1016.3,18.9,16.4,85,0.2,0,2.5,20,0,0,...,0,10,0,8,2020/12/23
3,1005.5,1015.6,18.9,16.3,85,1,260,1.8,250,0,0,...,0,...,0,...,2020/12/23
4,1006,1016.1,18.7,16.3,86,0.7,,2.7,350,T,0.2,...,0,...,0,...,2020/12/23
5,1006,1016.1,18.2,16.6,90,0.3,130,1.9,140,3,1,...,0,2.5,0,10,2020/12/23
6,1006.5,1016.6,18.2,16.7,91,0.8,180,1.6,180,0.5,1,0,0,...,0,...,2020/12/23
7,1007.1,1017.2,18.5,16.9,90,0.2,0,2.1,260,T,0.7,0,0,...,0,...,2020/12/23
8,1007.5,1017.6,18.7,16.9,89,1.7,10,3.8,20,0.5,0.2,0,0.09,10,0,10,2020/12/23
9,1008.3,1018.4,19.2,16.9,87,2,350,6,330,T,0.2,0,0.41,12,1,10,2020/12/23
10,1008.5,1018.6,18.7,16.4,86,2.4,360,6.7,330,0,0,0,0.47,...,1,...,2020/12/23
11,1007.6,1017.7,19,16.6,86,3.2,10,8.5,20,0,0,0,0.41,12,1,10,2020/12/23
12,1006.3,1016.3,21,18,83,2.7,350,5.5,340,0,0,0.3,1.75,...,5,...,2020/12/23
13,1005.7,1015.7,20.6,17.6,83,1.5,360,5.4,20,0,0,0.2,1.54,...,4,...,2020/12/23
14,1004.8,1014.8,20.1,17.5,85,1.4,360,4.6,310,0.5,0.3,0,0.64,12,2,9,2020/12/23
15,1004.8,1014.9,19.5,17.1,86,1.6,320,5.3,350,0.5,0.8,0,0.48,...,1,...,2020/12/23
16,1004.7,1014.8,18.2,16.1,88,2.3,360,6.3,350,0.5,1,0,0.16,...,0,...,2020/12/23
17,1004.7,1014.8,17.8,15.7,88,2.3,340,5.8,330,T,1,0,0,10,0,10,2020/12/23
18,1005.1,1015.2,17.6,15.7,89,1.6,350,5.8,20,0.5,0.2,0,0,...,0,...,2020/12/23
19,1005,1015.1,17.9,15.9,88,0.7,320,4.6,350,T,0.4,0,0,...,0,...,2020/12/23
20,1005.7,1015.8,17.6,15.6,88,2.3,350,5.1,360,0.5,0.9,...,0,7,0,10,2020/12/23
21,1005.8,1015.9,17.9,15.8,88,1.7,360,4.4,330,T,1,...,0,3,0,10,2020/12/23
22,1005.4,1015.5,18.1,16,88,1.8,350,5.5,350,0.5,1,...,0,...,0,...,2020/12/23
23,1004.6,1014.7,18,16.1,89,2,10,5.6,340,T,0.2,...,0,10,0,5,2020/12/23
24,1004.3,1014.4,18.2,16.2,88,2.3,340,5.1,350,0,0,...,0,...,0,...,2020/12/23
1,1004.2,1014.3,18.4,16.4,88,1.5,350,5.7,350,0,0,...,0,...,0,...,2020/12/24
2,1004.4,1014.5,18.2,16.3,89,0.8,350,3.9,20,0.5,0.9,...,0,5,0,10,2020/12/24
3,1004.4,1014.5,18,16.2,89,1.7,20,3.6,360,1,1,...,0,...,0,...,2020/12/24
4,1004.2,1014.3,18,16.5,91,0.2,0,3.7,360,T,0.8,...,0,...,0,...,2020/12/24
5,1004.4,1014.5,18.1,16.6,91,0.1,0,1.8,250,0.5,0.6,...,0,10,0,9,2020/12/24
6,1005.3,1015.4,18,16.4,90,2.5,360,5.3,340,0,0,0,0,...,0,...,2020/12/24
7,1005.4,1015.5,18,16.3,90,0.6,40,4.6,330,T,0.9,0,0,...,0,...,2020/12/24
8,1005.2,1015.3,18.4,17.2,93,0.2,0,3.2,340,0,0,0,0,10,0,10,2020/12/24
9,1005.6,1015.7,19,17.1,89,1.7,340,4.1,350,0,0,0,0.5,10,1,10,2020/12/24
10,1005,1015,20.7,18.2,86,1.3,360,3.7,360,0,0,0.2,0.96,...,2,...,2020/12/24
11,1004.5,1014.5,22.4,18.8,80,1.9,10,5.3,350,0,0,1,2.17,12,5,7,2020/12/24
12,1003.8,1013.8,21.9,18.4,81,2.6,340,6.6,20,0,0,0.9,2.26,...,6,...,2020/12/24
13,1003.1,1013.1,21.6,18,80,2.5,10,8.9,10,0,0,0.9,2.31,...,6,...,2020/12/24
14,1002.6,1012.6,20.4,16.9,80,2.5,10,9.2,350,0,0,0.2,1.33,10,3,10,2020/12/24
15,1002.4,1012.4,20.8,16.8,78,2.9,10,7.8,340,0,0,0.2,1.14,...,2,...,2020/12/24
16,1002.9,1012.9,19.7,15.9,79,3.3,350,7.2,350,0,0,0.3,0.78,...,1,...,2020/12/24
17,1003.6,1013.7,18.8,15.1,79,3.8,350,9,360,0,0,0.8,0.42,12,0,9,2020/12/24
18,1004.3,1014.4,18.2,14.6,80,2.4,10,7.1,20,0,0,0,0,...,0,...,2020/12/24
19,1004.8,1014.9,17.8,14.1,79,2.2,20,5.5,20,0,0,0,0,...,0,...,2020/12/24
20,1005.4,1015.5,17.4,13.8,79,2.5,360,5.8,30,0,0,...,0,12,0,2,2020/12/24
21,1005.9,1016,17.5,13.9,79,3,20,6.5,20,0,0,...,0,10,0,8,2020/12/24
22,1006.2,1016.3,17.4,13.8,79,2.4,10,7.1,350,0,0,...,0,...,0,...,2020/12/24
23,1006,1016.2,17.2,13.6,79,2.8,10,6.3,20,0,0,...,0,10,0,9,2020/12/24
24,1006.2,1016.4,16.2,12.9,81,1.8,360,5.4,10,0,0,...,0,...,0,...,2020/12/24
1,1006.4,1016.6,16.6,13.2,80,3.1,10,6.1,10,0,0,...,0,...,0,...,2020/12/25
2,1006.4,1016.6,16.7,13.2,80,1.7,20,6.9,20,0,0,...,0,10,0,10,2020/12/25
3,1006.5,1016.7,16.6,13.2,80,1.8,360,4.9,350,0,0,...,0,...,0,...,2020/12/25
4,1006.8,1017,16.6,13.2,80,3.1,20,7.9,20,0,0,...,0,...,0,...,2020/12/25
5,1007.1,1017.3,16.7,13.2,80,3.6,10,7.9,360,0,0,...,0,10,0,6,2020/12/25
6,1007.6,1017.8,16.7,13.2,80,1.8,20,6.6,60,0,0,0,0,...,0,...,2020/12/25
7,1007.9,1018.1,16.9,13.4,80,2.4,10,6.5,10,0,0,0,0,...,0,...,2020/12/25
8,1008.1,1018.3,17.5,13.8,79,3,20,7.2,360,0,0,0.2,0.2,15,0,6,2020/12/25
9,1008.2,1018.3,19.2,15.4,79,0.8,40,5,20,0,0,0.3,0.77,15,1,6,2020/12/25
10,1008.1,1018.2,20.2,15.6,75,1.5,350,3.9,350,0,0,0.4,1.02,...,2,...,2020/12/25
11,1007.8,1017.8,21,16.2,74,1,20,4.6,20,0,0,0.3,1.35,15,3,8,2020/12/25
12,1007,1017,22.1,16.6,71,1.9,360,4.8,360,0,0,0.3,1.61,...,4,...,2020/12/25
13,1006,1016,22.7,16.8,69,1.8,330,4,310,0,0,0.3,1.72,...,4,...,2020/12/25
14,1005.4,1015.3,23.7,17.4,68,1.3,10,4.5,360,0,0,0.9,1.92,15,4,6,2020/12/25
15,1005.3,1015.3,22.8,16.2,66,2.4,360,5.7,350,0,0,1,1.54,...,2,...,2020/12/25
16,1005.6,1015.6,21.3,14.9,67,2.8,360,6.6,360,0,0,0.7,0.74,...,1,...,2020/12/25
17,1006.2,1016.3,20.2,14.2,68,2.2,320,5.6,360,0,0,0.6,0.16,15,0,8,2020/12/25
18,1006.7,1016.8,18.9,13.6,71,1.7,350,6.2,340,0,0,0,0,...,0,...,2020/12/25
19,1007.4,1017.5,18.1,13.3,74,2.2,340,5.2,350,0,0,0,0,...,0,...,2020/12/25
20,1008,1018.2,17.7,13.2,75,0.9,340,4.3,350,0,0,...,0,12,0,7,2020/12/25
21,1008.5,1018.7,17.4,13.2,76,0.8,320,3.7,340,0,0,...,0,12,0,6,2020/12/25
22,1008.4,1018.6,16.5,13.2,81,0.3,350,2.6,340,0,0,...,0,...,0,...,2020/12/25
23,1008.6,1018.8,16.9,13.3,79,0.4,310,1.8,260,0,0,...,0,12,0,8,2020/12/25
24,1008.9,1019.1,17.3,13.5,78,0.5,10,2.1,250,0,0,...,0,...,0,...,2020/12/25
1,1009.2,1019.4,17,13.7,81,0,0,1.1,350,0,0,...,0,...,0,...,2020/12/26
2,1009.4,1019.6,17.4,13.8,79,0.3,120,1.5,140,0,0,...,0,12,0,10,2020/12/26
3,1009.1,1019.3,17.2,14,81,0.3,140,1.3,140,0,0,...,0,...,0,...,2020/12/26
4,1008.7,1018.9,17.1,14.3,84,0.1,0,1.3,90,0,0,...,0,...,0,...,2020/12/26
5,1008.7,1018.9,17,14.2,84,0,0,1.6,360,0,0,...,0,12,0,9,2020/12/26
6,1009.2,1019.4,16.7,13.9,84,0.1,0,3.8,360,0,0,0,0,...,0,...,2020/12/26
7,1009.4,1019.6,15.9,13.5,86,0.2,0,2,360,0,0,0,0,...,0,...,2020/12/26
8,1009.8,1020,17.5,14.6,83,0.4,180,1.8,360,0,0,0.5,0.26,10,0,0,2020/12/26
9,1010.6,1020.7,20.3,16.2,77,0.1,0,2.8,330,0,0,1,0.95,10,1,0,2020/12/26
10,1010.3,1020.3,22.1,16.9,72,0.2,0,2.4,20,0,0,1,1.59,...,3,...,2020/12/26
11,1009.1,1019.1,23.9,17.2,66,0.7,320,3.5,310,0,0,1,2.14,12,4,0,2020/12/26
12,1007.9,1017.8,25,15.1,54,2.5,360,5.4,350,0,0,1,2.4,...,5,...,2020/12/26
13,1006.8,1016.7,24.3,15.7,59,2.7,330,6.3,350,0,0,1,2.4,...,5,...,2020/12/26
14,1006,1015.9,24.4,15.3,57,1.8,340,7.4,350,0,0,1,2.2,20,4,0,2020/12/26
15,1005.5,1015.4,23.8,15.8,61,2.7,10,6.8,350,0,0,1,1.58,...,2,...,2020/12/26
16,1005.3,1015.3,22.8,15,61,1.9,340,6.9,20,0,0,1,0.9,...,1,...,2020/12/26
17,1005.6,1015.6,22.2,16,68,1.1,330,3.7,340,0,0,1,0.27,15,0,0,2020/12/26
18,1006.1,1016.1,20.8,16.3,75,1.5,340,3.6,300,0,0,0.1,0,...,0,...,2020/12/26
19,1006.6,1016.7,19.6,16.4,82,1.6,350,4.2,360,0,0,0,0,...,0,...,2020/12/26
20,1007.2,1017.3,19.9,16.5,81,1.1,310,3.5,350,0,0,...,0,10,0,9,2020/12/26
21,1007.7,1017.8,19.8,16.1,79,1.1,340,3.5,340,0,0,...,0,12,0,9,2020/12/26
22,1007.6,1017.7,18.9,16.1,84,1.6,20,4.5,10,0,0,...,0,...,0,...,2020/12/26
23,1007.1,1017.2,19,15.8,82,1.2,10,4.7,10,0,0,...,0,12,0,4,2020/12/26
24,1006.9,1017,18.9,15.9,83,1.1,10,3.9,350,0,0,...,0,...,0,...,2020/12/26
1,1006.9,1017,18.3,15.7,85,0.1,0,3,360,0,0,...,0,...,0,...,2020/12/27
2,1006.5,1016.6,18.5,15.8,84,0.3,290,2.2,350,0,0,...,0,12,0,6,2020/12/27
3,1006.1,1016.2,17.6,15.1,85,0.2,0,2,350,0,0,...,0,...,0,...,2020/12/27
4,1005.5,1015.7,16.6,14.4,87,0.1,0,1.6,310,0,0,...,0,...,0,...,2020/12/27
5,1005.8,1015.9,17.8,15.3,85,0.5,40,3.2,340,0,0,...,0,7,0,6,2020/12/27
6,1005.9,1016,17.9,15.1,84,0.8,330,2.3,40,0,0,0,0,...,0,...,2020/12/27
7,1006.2,1016.3,17.7,15,84,0.3,100,2.2,160,0,0,0,0,...,0,...,2020/12/27
8,1006.6,1016.7,18.4,15.2,82,0.2,0,1.6,140,0,0,0,0,10,0,8,2020/12/27
9,1007,1017.1,19.3,15.7,80,0.2,0,1.7,360,0,0,0,0.01,10,0,9,2020/12/27
10,1007.4,1017.5,20.3,16.1,77,1.1,210,2.4,240,0,0,0,0.51,...,1,...,2020/12/27
11,1007.1,1017.1,22.5,17.3,72,0.5,60,3.3,250,0,0,0,0.88,10,3,9,2020/12/27
12,1006.5,1016.5,22.7,16.1,66,2.1,20,5.8,10,0,0,0.2,1.2,...,3,...,2020/12/27
13,1005.6,1015.5,23.7,16.1,62,1.9,50,6.1,10,0,0,0.1,1.15,...,4,...,2020/12/27
14,1004.7,1014.6,23.9,16.7,64,1.4,70,4.8,60,0,0,0,0.79,18,2,7,2020/12/27
15,1003.6,1013.5,24.5,16.6,61,1.1,80,3.9,60,0,0,0.3,0.96,...,2,...,2020/12/27
16,1003.5,1013.4,23.6,16.4,64,0.9,110,2.8,140,0,0,0,0.04,...,0,...,2020/12/27
17,1004,1014,22.2,17.1,73,1.7,10,4.8,350,0,0,0,0,15,0,10,2020/12/27
18,1004.6,1014.6,22.6,16.8,70,1.8,360,4.9,20,0,0,0,0,...,0,...,2020/12/27
19,1005.4,1015.4,22.2,16.6,71,0.6,240,4.2,20,0,0,0,0,...,0,...,2020/12/27
20,1005.7,1015.7,20.5,16.9,80,0,0,1.4,160,T,0.3,...,0,10,0,10,2020/12/27
21,1005.5,1015.5,20.9,15.3,70,1.7,20,3.6,30,T,0.2,...,0,12,0,9,2020/12/27
22,1006.4,1016.5,18.6,15.6,83,1,210,4.3,360,0.5,0.3,...,0,...,0,...,2020/12/27
23,1005.9,1016,18,16,88,0.7,20,1.8,210,1.5,0.8,...,0,10,0,9,2020/12/27
24,1005.4,1015.5,18.5,16.6,89,1.1,350,2.9,10,0,0,...,0,...,0,...,2020/12/27
1,1004.8,1014.9,18.3,16.2,88,0.4,40,3.3,350,0,0,...,0,...,0,...,2020/12/28
2,1004,1014.1,18.4,15.9,85,0.5,280,2.3,310,0,0,...,0,12,0,9,2020/12/28
3,1003.6,1013.7,18,15.6,86,0.5,60,2.8,20,0,0,...,0,...,0,...,2020/12/28
4,1003.2,1013.3,18.4,16.5,89,0.1,0,2,80,0,0,...,0,...,0,...,2020/12/28
5,1003.3,1013.4,18.8,15.3,80,1.1,10,2.4,330,0,0,...,0,12,0,9,2020/12/28
6,1003.4,1013.5,18.3,14.9,81,1,270,2.3,250,0,0,0,0,...,0,...,2020/12/28
7,1004.1,1014.2,18.7,15.1,80,1.1,340,2.8,340,0,0,0,0,...,0,...,2020/12/28
8,1005,1015.1,19.3,15.6,79,1.5,360,3.9,340,0,0,0,0.41,20,0,9,2020/12/28
9,1004.9,1014.9,20.6,16.9,79,0.4,40,3.9,350,0,0,0.4,0.79,20,1,6,2020/12/28
10,1004.6,1014.5,23,18,73,1.8,350,4.3,350,0,0,1,1.69,...,3,...,2020/12/28
11,1003.8,1013.7,24.9,18.8,69,1.7,330,4.7,310,0,0,1,2.08,20,5,6,2020/12/28
12,1002.8,1012.6,26.7,19.5,65,1.1,310,4.8,360,0,0,1,2.38,...,6,...,2020/12/28
13,1001.9,1011.7,27.4,20.2,65,1.1,230,4,250,0,0,1,2.45,...,6,...,2020/12/28
14,1001.1,1010.8,27.8,20.2,63,0.8,250,3.1,220,0,0,1,2.1,20,5,0,2020/12/28
15,1000.9,1010.7,26.1,19.2,66,3,350,8.1,350,0,0,0.8,1.42,...,3,...,2020/12/28
16,1000.8,1010.6,24.8,18,66,1.3,350,5.9,340,0,0,0.7,0.94,...,1,...,2020/12/28
17,1001.6,1011.5,23.5,17.5,69,1,330,4.8,30,0,0,0,0.1,20,0,8,2020/12/28
18,1002.4,1012.4,21.6,16.7,74,1.9,340,5.7,350,0,0,0,0,...,0,...,2020/12/28
19,1002.7,1012.7,21,16.4,75,1.4,350,4.4,340,0,0,0,0,...,0,...,2020/12/28
20,1003,1013,20.7,16.2,75,0.3,50,5.8,340,0,0,...,0,10,0,7,2020/12/28
21,1003.1,1013.1,20.4,16.2,77,0.2,0,1.5,80,0,0,...,0,10,0,8,2020/12/28
22,1003.4,1013.4,20.4,16.2,77,0.9,230,2.2,190,0,0,...,0,...,0,...,2020/12/28
23,1003.2,1013.2,19.6,15.8,79,0.5,120,2,270,0,0,...,0,10,0,4,2020/12/28
24,1003.1,1013.1,20,15.9,77,0.9,10,2.3,340,0,0,...,0,...,0,...,2020/12/28
1,1003.3,1013.3,19.9,16.3,80,0.2,0,1.5,360,0,0,...,0,...,0,...,2020/12/29
2,1003.2,1013.2,19.8,16.5,81,0.2,0,2,80,0,0,...,0,10,0,9,2020/12/29
3,1003.4,1013.4,19.8,16.7,82,0.1,0,1.1,140,0,0,...,0,...,0,...,2020/12/29
4,1003.7,1013.7,19.8,16.7,82,0.1,0,1.2,20,0,0,...,0,...,0,...,2020/12/29
5,1004.1,1014.1,19.9,16.4,80,1.5,340,3,330,0,0,...,0,10,0,10,2020/12/29
6,1004.3,1014.3,19.7,16.9,84,1,350,3.1,10,0,0,0,0,...,0,...,2020/12/29
7,1004.7,1014.8,19.7,17,84,0.8,330,3,360,0,0,0,0,...,0,...,2020/12/29
8,1004.9,1015,19.8,17,84,1,340,3.9,320,0,0,0,0.04,8,0,6,2020/12/29
9,1004.8,1014.8,21.3,18,81,0.2,0,1.8,20,0,0,0.1,0.6,8,1,7,2020/12/29
10,1004.4,1014.3,23.1,18.9,77,0.3,160,2.4,100,0,0,0.6,1.23,...,2,...,2020/12/29
11,1003.6,1013.4,25.6,20.1,72,0.7,330,3.1,260,0,0,0.7,1.69,8,4,4,2020/12/29
12,1002.9,1012.8,25.1,19.9,73,1.4,320,4.8,350,0,0,0.6,2.06,...,5,...,2020/12/29
13,1001.9,1011.7,25.5,19.9,71,2,330,4.2,30,0,0,0.5,1.87,...,5,...,2020/12/29
14,1001.6,1011.5,24.3,19.2,73,1.8,330,4.9,350,0,0,0,1.15,8,3,9,2020/12/29
15,1001.5,1011.4,23.5,18.8,75,2.3,350,5.3,350,0,0,0,0.92,...,2,...,2020/12/29
16,1001.9,1011.8,22.6,18.4,77,1.8,360,5.2,340,0,0,0,0.6,...,1,...,2020/12/29
17,1002.3,1012.2,22.5,18.2,77,1.2,350,5.6,340,0,0,0,0.11,8,0,9,2020/12/29
18,1002.7,1012.6,22.9,18.1,74,0.4,340,3,350,0,0,0,0,...,0,...,2020/12/29
19,1003.2,1013.1,22.3,18.1,77,0.4,300,2.2,320,0,0,0,0,...,0,...,2020/12/29
20,1003.3,1013.3,21.6,18.1,80,0.1,0,1.9,330,0,0,...,0,20,0,9,2020/12/29
21,1003.7,1013.7,21.9,17.8,78,0.9,320,2.3,360,0,0,...,0,12,0,6,2020/12/29
22,1003.9,1013.9,21.2,17.2,78,0.7,340,2.5,320,0,0,...,0,...,0,...,2020/12/29
23,1004.1,1014.1,19.9,16,78,0,0,2.9,350,0,0,...,0,15,0,6,2020/12/29
24,1004.2,1014.2,20.9,15.8,73,1,340,3.6,340,0,0,...,0,...,0,...,2020/12/29
1,1004.4,1014.5,19.3,16.3,83,3.2,360,7.7,330,0,0,...,0,...,0,...,2020/12/30
2,1004.5,1014.5,20.2,16.3,78,3,20,8.7,350,0,0,...,0,15,0,0,2020/12/30
3,1004.5,1014.6,18.8,15.3,80,2.9,360,8.2,10,0,0,...,0,...,0,...,2020/12/30
4,1005,1015.1,17.7,14,79,3.7,10,8.9,360,0,0,...,0,...,0,...,2020/12/30
5,1005.9,1016.1,16.2,12.6,79,3.5,10,9.8,20,0,0,...,0,20,0,0,2020/12/30
6,1007.3,1017.5,14.9,11.4,80,5.1,10,12,10,0,0,0,0,...,0,...,2020/12/30
7,1008.7,1019,14.1,10.6,79,4.2,20,12.7,40,0,0,0,0,...,0,...,2020/12/30
8,1009.7,1020,13.7,10.1,79,4.8,20,15.4,350,0,0,0.4,0.22,20,0,3,2020/12/30
9,1010.9,1021.2,14.1,10.1,77,4.8,10,14.5,20,0,0,1,0.99,20,1,4,2020/12/30
10,1010.9,1021.2,15.2,10.3,73,5,20,14,20,0,0,1,1.7,...,3,...,2020/12/30
11,1010.7,1021,15.5,10.3,71,6,20,14.6,10,0,0,1,2.24,20,5,2,2020/12/30
12,1010.1,1020.3,16.6,10.6,68,4.3,10,15.6,10,0,0,1,2.4,...,6,...,2020/12/30
13,1009.7,1019.9,16.8,10.7,67,3.5,10,11.5,20,0,0,1,2.4,...,6,...,2020/12/30
14,1009.3,1019.5,16.2,10,67,4.2,10,12.9,340,0,0,1,2.22,20,4,1,2020/12/30
15,1009.4,1019.7,14.4,9.1,70,3.8,10,11.2,330,0,0,1,1.64,...,3,...,2020/12/30
16,1009.6,1019.9,13.2,7.7,69,3.9,10,12.6,360,0,0,1,0.96,...,1,...,2020/12/30
17,1010.2,1020.6,12.7,7.3,70,3.3,360,9.6,20,0,0,1,0.31,20,0,1,2020/12/30
18,1010.6,1021,12.2,6.5,68,3,350,7.4,20,0,0,0,0,...,0,...,2020/12/30
19,1011.2,1021.6,11.8,5.7,66,2.3,360,6.9,350,0,0,0,0,...,0,...,2020/12/30
20,1011.5,1021.9,12.1,4.6,60,2.7,360,6.7,10,0,0,...,0,15,0,0,2020/12/30
21,1011.8,1022.2,11.6,4.4,61,2.5,360,8.3,10,0,0,...,0,15,0,1,2020/12/30
22,1012.1,1022.5,11.5,4.6,63,2.4,10,6.8,350,0,0,...,0,...,0,...,2020/12/30
23,1012.4,1022.8,11.1,4.7,65,1.9,20,8.3,20,0,0,...,0,15,0,3,2020/12/30
24,1012.7,1023.1,11.1,4.7,65,3.2,20,7.7,20,0,0,...,0,...,0,...,2020/12/30
1,1012.9,1023.4,10.8,4.2,64,3.5,10,9.4,20,0,0,...,0,...,0,...,2020/12/31
2,1012.9,1023.4,10.5,4.2,65,4.2,20,10.7,360,0,0,...,0,15,0,10,2020/12/31
3,1012.9,1023.4,10.2,4.2,66,3.4,20,8.9,360,0,0,...,0,...,0,...,2020/12/31
4,1013.1,1023.6,9.8,3.8,66,3.2,20,8.4,20,0,0,...,0,...,0,...,2020/12/31
5,1013.2,1023.7,9.7,3.7,66,2.3,10,7.5,20,0,0,...,0,15,0,10,2020/12/31
6,1013.6,1024.1,9.5,3.9,68,2.7,20,6.5,10,0,0,0,0,...,0,...,2020/12/31
7,1014.2,1024.7,9.4,4.2,70,2.4,20,7.6,20,0,0,0,0,...,0,...,2020/12/31
8,1014.7,1025.2,9.3,4.3,71,2.9,10,6.5,10,0,0,0,0,20,0,10,2020/12/31
9,1015.5,1026,9.2,4.2,71,2.5,350,7.3,10,0,0,0,0,20,0,10,2020/12/31
10,1015.6,1026.1,9.6,4.4,70,2.7,20,8.2,20,0,0,0,0.5,...,1,...,2020/12/31
11,1015.1,1025.6,10,4.9,71,2.8,20,7.5,20,0,0,0,0.6,20,1,10,2020/12/31
12,1014.4,1024.9,10.5,5.3,70,3,10,7.5,360,0,0,0,0.6,...,1,...,2020/12/31
13,1013.3,1023.7,11.2,6,70,2.3,10,6,20,0,0,0,0.6,...,2,...,2020/12/31
14,1012.9,1023.3,11.6,6.4,70,1.6,40,6.3,10,0,0,0,0.6,20,1,10,2020/12/31
15,1012.6,1023,11.7,6.5,70,1.6,20,6.1,40,0,0,0,0.33,...,1,...,2020/12/31
16,1013,1023.4,11.4,6.5,72,2.3,20,6.2,360,0,0,0,0,...,0,...,2020/12/31
17,1013.3,1023.7,11.1,6.6,74,1.6,40,5.8,60,0,0,0,0,20,0,10,2020/12/31
18,1013.9,1024.4,10.9,6.5,74,1.1,10,5,10,0,0,0,0,...,0,...,2020/12/31
19,1014.3,1024.8,10.8,6.4,74,2.2,20,6.5,10,0,0,0,0,...,0,...,2020/12/31
20,1014.7,1025.2,10.6,6.3,75,2.3,360,6.3,360,0,0,...,0,12,0,10,2020/12/31
21,1014.9,1025.4,10.8,6.4,74,2,30,5.4,20,0,0,...,0,12,0,10,2020/12/31
22,1014.9,1025.4,10.7,6.4,75,2.6,20,7.1,20,0,0,...,0,...,0,...,2020/12/31
23,1014.7,1025.2,10.7,6.4,75,1.9,20,5.8,10,0,0,...,0,12,0,10,2020/12/31
24,1014.5,1025,10.9,6.5,74,1,30,4.4,40,0,0,...,0,...,0,...,2020/12/31
1,1014.5,1025,10.8,4.3,64,2.6,20,4.8,10,0,0,...,0,...,0,...,2021/1/1
2,1014.5,1025,11.1,4.3,63,1.3,10,4.2,360,0,0,...,0,12,0,10,2021/1/1
3,1014.3,1024.8,11,4.7,65,1.9,30,3.7,30,0,0,...,0,...,0,...,2021/1/1
4,1014.3,1024.8,11.1,5,66,1.6,30,4.6,30,0,0,...,0,...,0,...,2021/1/1
5,1014.2,1024.7,11.2,4.7,64,0.9,10,4.7,50,0,0,...,0,12,0,10,2021/1/1
6,1014.2,1024.7,11.2,4.9,65,0.8,20,3.9,20,0,0,0,0,...,0,...,2021/1/1
7,1014.5,1025,11.3,5,65,1,360,3.2,30,0,0,0,0.01,...,0,...,2021/1/1
8,1014.8,1025.3,11.8,5,63,1,360,4.5,20,0,0,0,0.2,18,0,8,2021/1/1
9,1015.1,1025.5,13.2,5.1,58,2.4,360,4.7,350,0,0,0.5,1.09,15,1,9,2021/1/1
10,1014.8,1025.2,14.4,5.8,56,1.6,10,5.1,20,0,0,0.2,1.21,...,2,...,2021/1/1
11,1014,1024.3,15.3,5.5,52,1.8,20,4.5,10,0,0,0,1.39,15,4,9,2021/1/1
12,1012.8,1023.1,16.6,6.2,50,1.2,10,5.1,30,0,0,0.4,2.15,...,5,...,2021/1/1
13,1011.4,1021.6,18.3,7.1,48,1.5,350,6.2,350,0,0,1,2.64,...,6,...,2021/1/1
14,1010.9,1021.1,18.1,6.6,47,1.9,350,6.6,350,0,0,1,2.31,12,5,0,2021/1/1
15,1010.4,1020.6,17.3,6.5,49,2.5,320,5.9,320,0,0,1,1.79,...,3,...,2021/1/1
16,1010.6,1020.8,16.9,7.3,53,2.9,360,7.3,360,0,0,0.7,1.02,...,1,...,2021/1/1
17,1010.9,1021.2,15.4,7.9,61,1.8,360,7.4,350,0,0,0.6,0.33,12,0,7,2021/1/1
18,1011.6,1021.9,14.5,8,65,1.7,10,6.5,20,0,0,0,0.01,...,0,...,2021/1/1
19,1012.1,1022.4,14.3,7.8,65,2.4,20,6.3,10,0,0,0,0,...,0,...,2021/1/1
20,1012.6,1023,13.7,7.7,67,0.9,20,5.6,40,0,0,...,0,12,0,5,2021/1/1
21,1012.8,1023.2,13.5,7.5,67,1.5,350,4.6,10,0,0,...,0,12,0,5,2021/1/1
22,1012.8,1023.2,13.4,7.4,67,1.1,20,4.5,360,0,0,...,0,...,0,...,2021/1/1
23,1012.7,1023.1,12.9,7.6,70,0.9,20,3.4,360,0,0,...,0,12,0,3,2021/1/1
24,1012.9,1023.3,12.3,7.6,73,0.8,10,2.6,340,0,0,...,0,...,0,...,2021/1/1
